City Name,Date,Latitude,Longitude,Country,Humidity,Cloudiness,Max Temp,Wind Speed,Temperature
Havre,2019-10-12 23:49:47,-109.68,48.55,US,30,1,53.6,0.84,53.6
Cockburn Town,2019-10-12 23:49:47,-71.14,21.46,TC,75,7,82.98,12.0,82.98
Rome,2019-10-12 23:49:48,12.48,41.89,IT,82,100,61.0,5.82,57.99
Sahuaripa,2019-10-12 23:49:48,-109.23,29.05,MX,40,0,73.92,5.75,73.92
Calvia,2019-10-12 23:49:48,2.51,39.57,ES,83,83,73.0,5.82,70.41
Fort Nelson,2019-10-12 23:49:48,-122.69,58.81,CA,27,20,53.6,9.17,53.6
Buala,2019-10-12 23:49:49,159.59,-8.15,SB,68,97,84.76,7.27,84.76
Klaksvik,2019-10-12 23:49:49,-6.59,62.23,FO,86,32,37.4,6.93,37.4
Brand-Erbisdorf,2019-10-12 23:49:49,13.32,50.87,DE,63,83,64.99,11.41,60.28
Altamira,2019-10-12 23:49:49,-52.21,-3.2,BR,61,30,80.58,2.03,80.58
Changtu,2019-10-12 23:49:49,124.11,42.78,CN,38,99,40.17,9.87,40.17
Mitsamiouli,2019-10-12 23:49:50,43.28,-11.38,KM,81,0,77.77,3.76,77.77
Kapit,2019-10-12 23:49:50,112.94,2.02,MY,98,100,74.7,1.21,74.7
Nabire,2019-10-12 23:49:50,135.5,-3.36,ID,76,65,82.6,1.2,82.6
Buckeye,2019-10-12 23:49:50,-112.58,33.37,US,13,1,90.0,5.82,87.64
Morant Bay,2019-10-12 23:49:51,-76.41,17.88,JM,62,20,84.2,8.05,84.2
Puqi,2019-10-12 23:49:51,113.88,29.72,CN,83,85,64.74,2.48,64.74
Finnsnes,2019-10-12 23:49:51,17.98,69.23,NO,85,22,24.8,17.22,20.68
Tual,2019-10-12 23:49:51,132.75,-5.67,ID,79,65,80.01,3.86,80.01
Alekseyevsk,2019-10-12 23:49:52,108.35,57.84,RU,73,0,20.75,6.1,20.75
Fortuna,2019-10-12 23:49:52,-124.16,40.6,US,58,20,60.01,11.41,58.51
Kresttsy,2019-10-12 23:49:52,32.52,58.25,RU,87,96,47.48,12.69,47.48
Panama City,2019-10-12 23:49:52,-85.65,30.16,US,69,1,81.0,11.41,80.02
Hofn,2019-10-12 23:49:53,-15.21,64.25,IS,70,74,42.26,11.69,42.26
Benito Juarez,2019-10-12 23:49:53,-79.63,22.29,CU,78,20,80.6,5.82,80.6
Ballina,2019-10-12 23:49:53,-9.15,54.11,IE,95,0,46.0,1.99,43.03
Burnie,2019-10-12 23:49:53,145.91,-41.05,AU,69,80,57.0,8.99,54.37
Guatire,2019-10-12 23:49:54,-66.54,10.47,VE,77,100,73.99,4.0,73.49
Vagur,2019-10-12 23:49:54,-6.81,61.47,FO,75,62,45.88,12.28,45.88
Carros,2019-10-12 23:50:40,7.19,43.78,FR,77,11,61.0,6.93,58.82
Staryy Nadym,2019-10-12 23:50:41,72.68,65.61,RU,96,100,38.28,10.44,38.28
Vrangel,2019-10-12 23:50:41,133.08,42.73,RU,43,0,47.88,15.09,47.88
Aykhal,2019-10-12 23:50:42,111.51,65.95,RU,55,100,12.43,5.69,12.43
Kayerkan,2019-10-12 23:50:42,87.76,69.35,RU,89,100,26.65,18.69,26.65
Araouane,2019-10-12 23:50:42,-3.53,18.9,ML,25,2,91.06,2.13,91.06
Kalemie,2019-10-12 23:50:42,29.2,-5.95,CD,79,27,68.02,3.3,68.02
Xunchang,2019-10-12 23:50:43,104.71,28.45,CN,74,40,63.5,2.2,63.5
Kargopol,2019-10-12 23:50:43,38.95,61.51,RU,96,100,43.9,5.59,43.9
Nuuk,2019-10-12 23:50:43,-51.74,64.17,GL,96,90,32.0,6.93,32.0
Raudeberg,2019-10-12 23:50:43,5.14,61.99,NO,86,77,41.0,4.7,40.28
Maksatikha,2019-10-12 23:50:44,35.88,57.8,RU,81,61,47.34,12.48,47.34
Narasannapeta,2019-10-12 23:50:44,84.04,18.42,IN,90,65,75.0,3.0,75.0
Stromness,2019-10-12 23:50:44,-79.55,42.87,CA,70,20,52.0,11.41,48.2
Varhaug,2019-10-12 23:50:45,5.65,58.61,NO,76,40,52.0,11.41,49.19
Alofi,2019-10-12 23:50:45,-169.92,-19.06,NU,51,14,80.6,16.11,80.6
Grand Gaube,2019-10-12 23:50:45,57.66,-20.01,MU,83,40,73.0,6.93,72.23
Aginskoye,2019-10-12 23:50:45,114.54,51.11,RU,61,74,21.94,16.82,21.94
Satis,2019-10-12 23:50:45,43.23,54.92,RU,91,100,49.62,15.74,49.62
San Jose,2019-10-12 23:47:16,-87.96,14.25,HN,92,87,65.88,3.62,65.88
Mumford,2019-10-12 23:50:46,-0.76,5.26,GH,95,100,73.78,1.24,73.78
Gambela,2019-10-12 23:50:46,34.59,8.25,ET,90,100,69.93,1.93,69.93
Havre-Saint-Pierre,2019-10-12 23:50:46,-63.6,50.23,CA,61,90,48.2,4.7,48.2
Henties Bay,2019-10-12 23:50:46,14.28,-22.12,NA,87,44,63.0,5.99,63.0
Tallahassee,2019-10-12 23:50:47,-84.28,30.44,US,69,1,82.4,4.7,77.81
Noumea,2019-10-12 23:50:47,166.46,-22.28,NC,48,98,87.8,5.82,87.8
Doka,2019-10-12 23:50:47,35.76,13.52,SD,70,69,75.33,3.09,75.33
Leningradskiy,2019-10-12 23:50:48,178.42,69.38,RU,65,99,30.79,10.17,30.79
Ayorou,2019-10-12 23:50:48,0.92,14.73,NE,46,96,87.62,12.13,87.62
Parrsboro,2019-10-12 23:50:48,-64.33,45.41,CA,100,90,55.0,4.7,53.65
Harper,2019-10-12 23:50:48,-99.24,30.3,US,31,75,64.4,8.45,61.79
Kansanshi,2019-10-12 23:50:49,26.43,-12.1,ZM,64,83,68.13,7.09,68.13
Skelleftea,2019-10-12 23:50:49,20.95,64.75,SE,100,93,30.99,3.36,30.61
Portland,2019-10-12 23:46:22,-70.25,43.66,US,93,90,55.0,9.86,53.26
Yumen,2019-10-12 23:50:49,97.04,40.29,CN,29,43,45.7,18.71,45.7
Birjand,2019-10-12 23:50:49,59.22,32.86,IR,42,0,48.31,3.62,48.31
Kinkala,2019-10-12 23:50:50,14.75,-4.35,CG,83,75,77.0,3.36,77.0
Pietermaritzburg,2019-10-12 23:50:50,30.38,-29.6,ZA,78,78,72.0,1.01,67.73
Zarubino,2019-10-12 23:50:50,131.06,42.65,RU,45,86,47.05,10.33,47.05
Abu Dhabi,2019-10-12 23:50:50,54.37,24.47,AE,55,0,86.0,3.36,85.06
Yichang,2019-10-12 23:50:50,111.32,30.77,CN,73,11,60.87,3.15,60.87
Novovasylivka,2019-10-12 23:50:51,37.04,48.2,UA,73,33,49.55,10.65,49.55
Pacific Grove,2019-10-12 23:50:51,-121.92,36.62,US,48,1,84.2,4.9,71.58
Bafoulabe,2019-10-12 23:50:51,-10.83,13.81,ML,79,48,78.66,1.95,78.66
Ponta Delgada,2019-10-12 23:50:51,-25.67,37.73,PT,59,20,60.8,9.17,60.8
Rundu,2019-10-12 23:50:52,19.77,-17.91,NA,49,100,73.4,2.24,73.4
Alice Springs,2019-10-12 23:50:52,133.88,-23.7,AU,7,31,93.2,16.11,93.2
Challans,2019-10-12 23:50:52,-1.88,46.85,FR,100,16,59.0,3.36,57.88
Beyneu,2019-10-12 23:50:53,55.19,45.32,KZ,79,100,56.23,14.28,56.23
Anadyr,2019-10-12 23:50:53,177.51,64.73,RU,74,97,33.8,11.18,33.4
Jasper,2019-10-12 23:50:53,-87.28,33.83,US,45,1,64.4,5.12,61.38
Sokolo,2019-10-12 23:51:40,-6.12,14.74,ML,47,92,85.6,9.35,85.6
Maryville,2019-10-12 23:51:41,-83.97,35.76,US,76,90,59.0,3.98,53.98
Ancud,2019-10-12 23:51:41,-73.83,-41.87,CL,66,18,48.2,11.41,48.2
Honningsvag,2019-10-12 23:51:41,25.97,70.98,NO,72,98,37.38,9.27,37.38
Chadiza,2019-10-12 23:51:41,32.43,-14.06,ZM,72,21,67.77,3.54,67.77
Ouadda,2019-10-12 23:51:42,22.4,8.07,CF,98,96,65.68,2.12,65.68
Vanimo,2019-10-12 23:51:42,141.3,-2.67,PG,76,100,81.32,8.89,81.32
Uyo,2019-10-12 23:51:42,7.92,5.03,NG,94,71,73.18,2.78,73.18
Qeshm,2019-10-12 23:51:42,56.27,26.96,IR,83,0,84.2,4.7,83.34
Balakhninskiy,2019-10-12 23:51:42,114.28,58.01,RU,95,80,7.54,2.71,7.54
Krompachy,2019-10-12 23:51:43,20.88,48.91,SK,93,36,48.99,1.12,43.48
Broome,2019-10-12 23:51:43,1.45,52.47,GB,100,100,53.01,2.24,51.51
Bayan,2019-10-12 23:51:43,102.26,36.1,CN,77,100,38.17,0.79,38.17
Nome,2019-10-12 23:51:43,-94.42,30.04,US,48,1,69.8,9.17,64.18
Sinnamary,2019-10-12 23:51:44,-52.96,5.38,GF,80,50,81.1,9.57,81.1
Kavieng,2019-10-12 23:51:44,150.8,-2.57,PG,67,100,84.9,3.57,84.9
Altay,2019-10-12 23:51:44,88.13,47.83,CN,46,0,36.81,5.14,36.81
Mandalgovi,2019-10-12 23:51:45,106.27,45.76,MN,61,0,16.65,10.03,16.65
Sobolevo,2019-10-12 23:51:45,31.9,54.43,RU,88,100,50.27,9.84,50.27
Alyangula,2019-10-12 23:51:45,136.42,-13.85,AU,61,5,80.6,4.7,80.6
Mersing,2019-10-12 23:51:45,103.84,2.43,MY,72,69,82.8,3.83,82.8
Nantucket,2019-10-12 23:51:46,-70.1,41.28,US,93,90,55.99,19.46,54.61
Arlit,2019-10-12 23:51:46,7.39,18.74,NE,17,28,90.7,8.34,90.7
Tra Vinh,2019-10-12 23:51:46,106.35,9.93,VN,89,51,78.1,1.5,78.1
Qaqortoq,2019-10-12 23:51:46,-46.03,60.72,GL,69,100,32.0,3.36,32.0
Manado,2019-10-12 23:51:47,124.85,1.49,ID,70,20,84.2,4.7,84.2
Kirovskiy,2019-10-12 23:51:47,133.51,45.09,RU,39,1,39.58,3.61,39.58
Fengrun,2019-10-12 23:51:47,118.12,39.83,CN,24,99,53.35,2.96,53.35
Novopokrovka,2019-10-12 23:51:47,36.56,49.84,UA,87,26,51.8,13.42,51.8
Pedernales,2019-10-12 23:51:48,-80.05,0.07,EC,85,84,71.64,7.91,71.64
Lucea,2019-10-12 23:51:48,-78.17,18.44,JM,78,20,78.8,4.7,78.8
Lasa,2019-10-12 23:51:48,32.53,34.92,CY,46,0,71.6,6.93,70.84
Srednekolymsk,2019-10-12 23:51:48,153.71,67.46,RU,95,100,27.18,12.87,27.18
Arona,2019-10-12 23:51:49,8.56,45.76,IT,100,8,57.99,2.24,52.25
San Quintin,2019-10-12 23:51:49,120.52,17.54,PH,76,56,74.44,5.18,74.44
Douentza,2019-10-12 23:51:49,-2.95,15.01,ML,48,24,84.04,8.64,84.04
Tommot,2019-10-12 23:51:49,126.27,58.97,RU,89,100,16.21,10.69,16.21
Balod,2019-10-12 23:51:50,81.21,20.73,IN,95,2,68.4,2.91,68.4
Morgan City,2019-10-12 23:51:50,-91.21,29.7,US,64,90,72.0,4.7,68.67
Nagato,2019-10-12 23:51:50,131.14,34.35,JP,55,75,68.0,4.7,66.72
Hamilton,2019-10-12 23:51:50,-79.87,43.26,CA,70,20,51.01,11.41,46.83
Taksimo,2019-10-12 23:51:51,114.84,56.36,RU,59,31,15.37,4.77,15.37
Pringsewu,2019-10-12 23:51:51,104.98,-5.36,ID,91,98,73.11,3.12,73.11
Garowe,2019-10-12 23:51:51,48.48,8.41,SO,78,100,75.74,11.5,75.74
Belaya Gora,2019-10-12 23:51:51,146.19,68.54,RU,94,100,21.87,13.26,21.87
Codrington,2019-10-12 23:51:52,153.24,-28.95,AU,60,90,68.0,14.99,66.58
Yanji,2019-10-12 23:51:52,129.5,42.89,CN,43,25,43.84,0.38,43.84
Sabha,2019-10-12 23:51:52,14.43,27.03,LY,64,0,69.85,10.11,69.85
Dogondoutchi,2019-10-12 23:51:52,4.03,13.64,NE,56,37,84.4,6.23,84.4
Yenagoa,2019-10-12 23:51:52,6.26,4.92,NG,98,96,73.35,2.84,73.35
Dehloran,2019-10-12 23:51:53,47.27,32.69,IR,31,6,77.61,5.36,77.61
Neryungri,2019-10-12 23:51:53,124.71,56.66,RU,87,89,10.13,7.42,10.13
Waipawa,2019-10-12 23:51:53,176.59,-39.94,NZ,60,98,64.0,1.01,64.0
Bolgatanga,2019-10-12 23:51:54,-0.85,10.79,GH,92,61,74.03,7.2,74.03
Santo Domingo,2019-10-12 23:52:40,-69.94,18.48,DO,83,75,80.6,2.72,79.48
Qasigiannguit,2019-10-12 23:52:41,-51.19,68.82,GL,68,90,24.8,2.24,24.8
Macamic,2019-10-12 23:52:41,-79.0,48.75,CA,93,75,44.6,6.93,44.6
Diamantino,2019-10-12 23:52:41,-56.44,-14.4,BR,72,21,76.32,3.88,76.32
Skjervoy,2019-10-12 23:52:41,20.97,70.03,NO,65,25,35.13,10.28,35.13
Kaeo,2019-10-12 23:52:42,173.78,-35.1,NZ,74,94,72.0,10.0,67.8
Oistins,2019-10-12 23:52:42,-59.53,13.07,BB,78,40,82.4,10.29,82.4
Kursenai,2019-10-12 23:52:42,22.92,55.98,LT,93,75,50.0,12.75,50.0
Comodoro Rivadavia,2019-10-12 23:52:42,-67.48,-45.87,AR,42,40,48.2,10.29,48.2
Gat,2019-10-12 23:52:42,-16.54,14.69,SN,83,44,84.2,10.29,82.53
Westport,2019-10-12 23:52:43,-73.36,41.14,US,72,1,64.0,6.1,57.87
Iquitos,2019-10-12 23:52:43,-73.25,-3.75,PE,319,20,42.8,3.36,42.8
Knysna,2019-10-12 23:52:43,23.05,-34.04,ZA,82,25,55.4,3.36,55.4
Homer,2019-10-12 23:52:43,-151.54,59.64,US,49,1,46.4,10.29,44.19
Filadelfia,2019-10-12 23:52:43,-60.04,-22.35,PY,29,0,93.25,18.67,93.25
Grand-Santi,2019-10-12 23:52:44,-54.38,4.27,GF,81,84,75.61,2.24,75.61
Meulaboh,2019-10-12 23:52:44,96.13,4.14,ID,79,100,80.08,3.47,80.08
Susanville,2019-10-12 23:52:44,-120.65,40.42,US,15,1,66.2,4.7,65.01
Luanda,2019-10-12 23:52:44,13.24,-8.83,AO,78,75,77.0,6.93,77.0
Hami,2019-10-12 23:52:44,93.51,42.84,CN,43,100,57.69,24.45,57.69
San Francisco,2019-10-12 23:52:45,-76.88,1.17,CO,40,40,73.4,13.87,73.4
Northam,2019-10-12 23:52:45,116.67,-31.65,AU,87,90,51.8,4.7,51.8
Kholmogory,2019-10-12 23:52:45,41.65,64.23,RU,94,100,42.49,9.0,42.49
Los Ranchos de Albuquerque,2019-10-12 23:52:46,-106.64,35.16,US,24,75,69.01,11.41,65.41
Airai,2019-10-12 23:52:46,125.41,-8.93,TL,9,77,83.48,5.84,83.48
Seoul,2019-10-12 23:52:46,126.98,37.57,KR,81,1,57.2,3.36,55.08
Baikunthpur,2019-10-12 23:52:47,82.56,23.26,IN,74,0,63.52,0.32,63.52
Iqaluit,2019-10-12 23:52:47,-68.52,63.75,CA,86,75,28.4,13.87,28.17
Yuma,2019-10-12 23:52:47,-114.62,32.73,US,5,1,89.6,1.25,87.85
Luis Correia,2019-10-12 23:52:47,-41.67,-2.88,BR,71,12,77.7,11.52,77.7
Sihora,2019-10-12 23:52:48,80.11,23.49,IN,74,20,68.99,0.59,68.99
Acajutla,2019-10-12 23:52:48,-89.83,13.59,SV,58,74,84.2,2.24,84.2
Marzuq,2019-10-12 23:52:48,46.47,14.4,YE,59,36,70.68,3.96,70.68
Boa Vista,2019-10-12 23:52:49,-60.67,2.82,BR,58,89,86.0,4.7,86.0
Monterey,2019-10-12 23:52:49,-121.89,36.6,US,48,1,84.2,4.9,70.68
Basco,2019-10-12 23:52:49,-91.2,40.33,US,56,1,60.8,14.99,57.36
Maryborough,2019-10-12 23:52:49,152.7,-25.54,AU,42,0,76.5,3.78,76.5
Hatillo,2019-10-12 23:52:49,-66.83,18.49,PR,74,40,82.99,6.42,79.97
Elat,2019-10-12 23:52:50,11.16,2.91,CM,99,80,66.87,1.93,66.87
Rio Grande,2019-10-12 23:52:50,-52.1,-32.03,BR,94,100,73.4,9.17,71.38
Zyryanovsk,2019-10-12 23:52:50,84.27,49.74,KZ,79,0,39.25,1.38,39.25
Sisophon,2019-10-12 23:52:50,102.97,13.59,KH,87,29,77.61,1.11,77.61
Vaitape,2019-10-12 23:52:50,-151.75,-16.52,PF,73,4,75.15,19.56,75.15
Kerchevskiy,2019-10-12 23:52:51,56.29,59.95,RU,94,5,35.85,9.08,35.85
Goundam,2019-10-12 23:52:51,-3.66,16.42,ML,40,0,88.84,6.26,88.84
Tautira,2019-10-12 23:52:51,-149.15,-17.73,PF,54,20,80.6,11.41,80.26
Fort Wellington,2019-10-12 23:52:51,-57.6,6.4,GY,80,66,81.97,16.72,81.97
Manoel Urbano,2019-10-12 23:52:51,-69.26,-8.84,BR,99,100,70.72,3.93,70.72
San Cristobal,2019-10-12 23:52:52,-86.92,14.68,HN,89,96,68.5,2.47,68.5
Setermoen,2019-10-12 23:52:52,18.35,68.86,NO,85,26,15.8,17.22,15.8
Turayf,2019-10-12 23:52:52,38.65,31.68,SA,40,0,71.6,13.87,71.6
Khani,2019-10-12 23:52:52,42.96,41.96,GE,100,24,50.0,5.82,50.0
Tall Kayf,2019-10-12 23:52:53,41.07,37.08,TR,34,0,72.48,11.82,72.48
Kyabe,2019-10-12 23:53:40,18.94,9.45,TD,91,79,69.66,4.69,69.66
Lensk,2019-10-12 23:53:41,114.91,60.71,RU,87,13,17.08,11.52,17.08
Takoradi,2019-10-12 23:53:41,-1.75,4.89,GH,91,100,77.02,7.29,77.02
Rome,2019-10-12 23:53:41,12.48,41.89,IT,82,100,62.01,5.82,57.79
Manggar,2019-10-12 23:53:41,108.27,-2.88,ID,77,100,80.73,12.07,80.73
Petropavlovsk-Kamchatskiy,2019-10-12 23:53:41,158.65,53.05,RU,45,69,44.6,8.95,44.6
Acapulco,2019-10-12 23:53:42,-99.88,16.86,MX,74,75,86.0,6.93,86.0
Rudnya,2019-10-12 23:53:42,44.56,50.8,RU,75,58,49.21,13.57,49.21
Santa Cruz Cabralia,2019-10-12 23:53:42,-39.02,-16.28,BR,69,0,77.0,11.41,77.0
Ignatovka,2019-10-12 23:53:42,47.65,53.95,RU,80,100,47.43,15.96,47.43
West Richland,2019-10-12 23:53:43,-119.35,46.3,US,30,1,59.0,5.82,55.69
Grenfell,2019-10-12 23:53:43,148.16,-33.9,AU,47,60,64.08,1.64,64.08
Tahlequah,2019-10-12 23:53:43,-94.97,35.92,US,60,1,57.2,5.67,55.87
Hobyo,2019-10-12 23:53:43,48.53,5.35,SO,83,70,78.98,10.07,78.98
Cherdyn,2019-10-12 23:53:43,56.48,60.4,RU,94,15,35.33,8.74,35.33
Praya,2019-10-12 23:53:44,116.27,-8.71,ID,88,40,78.8,3.36,78.8
Paralimni,2019-10-12 23:53:44,23.67,40.99,GR,76,0,64.0,3.0,60.84
Tazovskiy,2019-10-12 23:53:44,78.7,67.47,RU,97,100,36.27,11.21,36.27
Izhma,2019-10-12 23:53:44,53.91,65.01,RU,90,100,39.63,8.77,39.63
Sulangan,2019-10-12 23:53:44,123.72,11.14,PH,74,91,82.56,10.03,82.56
Amealco,2019-10-12 23:53:45,-100.15,20.18,MX,49,75,73.4,14.99,73.4
Pulandian,2019-10-12 23:53:45,121.96,39.4,CN,54,48,53.6,4.47,53.6
Iskateley,2019-10-12 23:53:45,53.15,67.68,RU,88,100,36.59,12.29,36.59
Ordzhonikidze,2019-10-12 23:53:45,35.36,44.96,UA,66,13,60.91,8.96,60.91
Moses Lake,2019-10-12 23:53:45,-119.28,47.13,US,33,1,57.2,3.18,55.89
Bay Roberts,2019-10-12 23:53:46,-53.28,47.58,CA,93,90,48.0,12.75,46.92
Hirara,2019-10-12 23:53:46,125.28,24.8,JP,78,75,78.8,10.29,77.92
Ritchie,2019-10-12 23:53:46,24.6,-29.03,ZA,15,0,68.0,6.93,68.0
Plettenberg Bay,2019-10-12 23:53:46,23.37,-34.05,ZA,59,19,57.63,5.7,57.63
Sterling,2019-10-12 23:53:46,-77.4,39.0,US,67,1,66.99,8.05,61.68
Sertania,2019-10-12 23:53:47,-37.26,-8.07,BR,73,37,68.63,13.12,68.63
Innisfail,2019-10-12 23:53:47,146.03,-17.52,AU,48,45,81.0,1.01,81.0
Pangnirtung,2019-10-12 23:53:47,-65.72,66.15,CA,74,37,22.28,6.17,22.28
Omaruru,2019-10-12 23:53:47,15.95,-21.42,NA,46,41,63.45,0.93,63.45
Fuyang,2019-10-12 23:53:47,115.81,32.89,CN,77,29,63.95,7.04,63.95
Muisne,2019-10-12 23:53:48,-80.02,0.61,EC,83,40,78.8,11.41,78.8
Klyuchi,2019-10-12 23:53:48,79.17,52.25,RU,58,26,48.25,3.53,48.25
Marawi,2019-10-12 23:53:48,124.29,8.0,PH,78,76,81.0,5.01,81.0
Gornopravdinsk,2019-10-12 23:53:48,69.92,60.06,RU,95,100,42.64,7.11,42.64
Nuevo Casas Grandes,2019-10-12 23:53:49,-107.91,30.42,MX,42,5,70.86,2.66,70.86
Santa Cruz de la Palma,2019-10-12 23:53:49,-17.76,28.68,ES,68,0,69.8,5.82,69.8
Yarmouth,2019-10-12 23:53:49,-66.12,43.84,CA,100,90,57.0,10.29,55.72
Wapi Pathum,2019-10-12 23:53:49,103.38,15.84,TH,94,20,75.2,3.36,75.2
Jablonne nad Orlici,2019-10-12 23:53:50,16.6,50.03,CZ,81,14,52.0,5.82,50.07
Makakilo City,2019-10-12 23:53:50,-158.09,21.35,US,66,40,90.0,13.87,85.42
Peshkopi,2019-10-12 23:53:50,20.43,41.68,AL,100,0,59.0,2.24,59.0
Tezu,2019-10-12 23:53:50,96.16,27.93,IN,76,0,66.16,2.76,66.16
Puerto del Rosario,2019-10-12 23:53:50,-13.86,28.5,ES,73,5,71.6,6.93,70.59
Tatarskaya Pishlya,2019-10-12 23:53:51,44.9,54.06,RU,89,100,48.97,20.33,48.97
Ambulu,2019-10-12 23:53:51,113.61,-8.35,ID,85,75,74.79,5.33,74.79
Miyako,2019-10-12 23:53:51,130.94,33.63,JP,56,40,73.99,9.17,68.7
Non Sang,2019-10-12 23:53:51,102.57,16.87,TH,100,20,75.2,3.36,75.2
Bell Ville,2019-10-12 23:53:51,-62.69,-32.63,AR,89,90,70.32,18.35,70.32
Lodja,2019-10-12 23:53:52,23.6,-3.52,CD,99,72,68.11,2.72,68.11
Berdigestyakh,2019-10-12 23:54:40,126.7,62.1,RU,88,100,17.2,10.93,17.2
Fukue,2019-10-12 23:54:41,136.69,35.03,JP,68,20,75.0,34.45,71.78
Walvis Bay,2019-10-12 23:54:41,14.51,-22.95,NA,87,0,63.0,8.05,61.05
Cap-aux-Meules,2019-10-12 23:54:41,-61.86,47.38,CA,93,90,50.0,20.8,50.0
Vestmannaeyjar,2019-10-12 23:54:41,-20.27,63.44,IS,85,100,44.71,23.57,44.71
Dilla,2019-10-12 23:54:41,38.31,6.41,ET,96,87,52.72,2.92,52.72
Yinchuan,2019-10-12 23:54:42,106.21,38.48,CN,52,0,53.78,2.42,53.78
Moroni,2019-10-12 23:54:42,24.92,35.09,GR,78,20,71.6,13.87,68.4
Parana,2019-10-12 23:54:42,-72.89,-7.52,BR,94,40,75.2,3.36,75.2
Puertollano,2019-10-12 23:54:42,-4.11,38.69,ES,69,32,66.0,3.43,65.01
Tugulym,2019-10-12 23:54:42,64.64,57.06,RU,72,100,48.99,7.18,48.99
Puerto Colombia,2019-10-12 23:54:43,-74.96,10.99,CO,78,40,80.6,3.36,80.6
Sao Gabriel da Cachoeira,2019-10-12 23:54:43,-67.09,-0.13,BR,88,53,76.35,1.77,76.35
Namibe,2019-10-12 23:54:43,12.15,-15.19,AO,86,65,68.83,11.05,68.83
Abonnema,2019-10-12 23:54:43,6.79,4.71,NG,94,75,75.2,4.46,75.2
Naryan-Mar,2019-10-12 23:54:43,53.09,67.67,RU,88,100,36.59,12.29,36.59
Moron,2019-10-12 23:54:44,-74.26,18.56,HT,80,69,79.56,2.39,79.56
Xining,2019-10-12 23:54:44,101.77,36.62,CN,78,100,40.75,3.57,40.75
Panevezys,2019-10-12 23:54:44,24.35,55.73,LT,93,75,50.0,12.75,50.0
Vidim,2019-10-12 23:54:44,14.53,50.47,CZ,63,77,63.0,9.17,59.38
Tucupita,2019-10-12 23:54:45,-62.05,9.06,VE,86,11,76.64,4.88,76.64
Makokou,2019-10-12 23:54:45,12.85,0.56,GA,97,100,69.98,2.08,69.98
Martapura,2019-10-12 23:54:45,114.85,-3.41,ID,94,78,77.0,2.44,77.0
Trzcianka,2019-10-12 23:54:45,16.46,53.04,PL,78,80,58.33,8.9,58.33
Vila Franca do Campo,2019-10-12 23:54:45,-25.43,37.72,PT,59,20,60.8,9.17,60.8
Locri,2019-10-12 23:54:46,16.26,38.24,IT,83,40,72.0,3.74,69.12
Kralendijk,2019-10-12 23:54:46,-68.27,12.15,BQ,74,20,84.2,11.41,84.2
Dalvik,2019-10-12 23:54:46,14.13,57.79,SE,87,47,48.99,16.11,48.7
Devonport,2019-10-12 23:54:46,146.36,-41.18,AU,59,62,57.0,4.0,54.18
Waingapu,2019-10-12 23:54:47,120.26,-9.65,ID,76,59,79.0,4.02,79.0
Pacifica,2019-10-12 23:54:47,-122.49,37.61,US,72,1,81.0,9.17,75.94
Peterhead,2019-10-12 23:54:47,138.5,-34.83,AU,19,75,75.99,18.34,74.52
Kamenskiy,2019-10-12 23:54:47,45.49,50.89,RU,76,33,47.53,14.88,47.53
Denpasar,2019-10-12 23:54:48,115.22,-8.65,ID,94,40,77.0,3.36,77.0
Nerchinskiy Zavod,2019-10-12 23:54:48,119.61,51.31,RU,47,100,21.0,3.79,21.0
Bukachacha,2019-10-12 23:54:48,116.91,52.99,RU,48,58,19.85,6.7,19.85
Erzin,2019-10-12 23:54:48,36.2,36.95,TR,31,0,73.99,5.82,70.92
Churapcha,2019-10-12 23:54:48,132.43,62.0,RU,91,98,15.82,6.37,15.82
Otane,2019-10-12 23:54:49,176.62,-39.89,NZ,56,98,63.0,1.01,63.0
Maceio,2019-10-12 23:54:49,-35.74,-9.67,BR,69,75,78.8,13.87,78.8
Shahrud,2019-10-12 23:54:49,54.97,36.42,IR,76,27,54.91,11.67,54.91
Champerico,2019-10-12 23:54:49,-93.6,16.38,MX,65,75,82.4,14.99,82.4
Pitimbu,2019-10-12 23:54:50,-34.81,-7.47,BR,94,41,73.4,10.29,73.4
Vardo,2019-10-12 23:54:50,-77.74,39.62,US,59,1,62.6,9.17,58.93
Canico,2019-10-12 23:54:50,-16.85,32.63,PT,64,20,69.8,3.36,67.48
Saint-Ambroise,2019-10-12 23:54:50,-71.32,48.56,CA,66,90,54.0,11.41,52.39
Rawlins,2019-10-12 23:54:51,-107.24,41.79,US,13,1,55.4,13.87,52.99
Clovis,2019-10-12 23:54:51,-119.7,36.83,US,15,1,84.0,6.93,78.67
Janesville,2019-10-12 23:54:51,-89.02,42.68,US,65,75,55.4,21.92,44.8
Lagos,2019-10-12 23:54:51,3.39,6.46,NG,100,40,73.4,2.24,73.4
Zumpango,2019-10-12 23:54:51,-98.22,19.56,MX,56,75,68.0,12.75,68.0
Barabai,2019-10-12 23:54:52,115.38,-2.59,ID,67,70,81.75,0.54,81.75
Prince Rupert,2019-10-12 23:55:40,-130.32,54.32,CA,76,1,51.8,4.7,51.8
Sayyan,2019-10-12 23:55:41,44.32,15.17,YE,43,47,59.43,4.86,59.43
Redlands,2019-10-12 23:55:41,-117.19,34.06,US,10,1,89.6,8.05,76.96
